source,target,frequency,traj_ids
509,0,10,"[488, 489, 611, 615, 711, 714, 718, 724]"
0,178,1,[489]
510,179,2,[489]
177,176,2,"[489, 595]"
176,175,2,"[489, 595]"
0,507,1,[490]
507,506,1,[490]
506,376,1,[490]
511,512,4,"[500, 509, 512, 523]"
512,511,6,"[500, 509, 512, 517, 522, 523]"
511,513,5,"[500, 509, 512, 522, 523]"
513,517,5,"[500, 509, 512, 522, 523]"
517,514,4,"[500, 509, 517, 523]"
514,28,4,"[500, 509, 517, 523]"
515,516,6,"[500, 512, 523, 770, 880, 1014]"
516,12,6,"[500, 512, 523, 770, 880, 1014]"
321,31,4,"[500, 517, 855, 1018]"
411,147,1,[504]
36,35,4,"[506, 915, 1070, 1098]"
35,34,2,"[506, 1098]"
137,242,2,"[506, 1070]"
242,583,1,[506]
583,31,1,[506]
296,292,1,[506]
320,30,1,[506]
30,12,2,"[506, 1010]"
27,26,1,[506]
26,29,1,[506]
29,28,1,[506]
515,216,1,[506]
25,28,2,"[508, 522]"
28,511,2,"[508, 516]"
28,25,4,"[509, 523, 606, 1014]"
294,12,2,"[509, 771]"
517,28,1,[512]
320,31,1,[512]
216,515,3,"[516, 1013, 1100]"
515,205,3,"[516, 1013, 1100]"
26,28,1,[516]
511,517,1,[517]
347,0,1,[519]
15,517,1,[521]
517,511,1,[521]
517,15,1,[522]
14,456,3,"[522, 608, 831]"
456,12,2,"[522, 608]"
320,292,3,"[522, 771, 1018]"
321,301,1,[522]
301,292,1,[522]
28,517,1,[522]
517,513,1,[522]
513,511,1,[522]
518,519,6,"[530, 531, 544, 548, 552, 556]"
519,477,6,"[530, 531, 544, 548, 552, 560]"
0,330,2,"[530, 579]"
330,329,2,"[530, 579]"
329,328,3,"[530, 579, 1025]"
378,520,5,"[530, 543, 547, 555, 559]"
520,519,5,"[530, 543, 547, 555, 559]"
519,518,5,"[530, 543, 547, 555, 559]"
377,437,6,"[531, 544, 548, 552, 556, 565]"
437,376,7,"[531, 544, 548, 552, 556, 565, 746]"
0,521,6,"[532, 533, 568, 692, 752, 939]"
521,522,4,"[532, 533, 692, 939]"
522,521,4,"[532, 533, 692, 939]"
521,0,7,"[532, 533, 692, 739, 939, 949, 1038]"
277,106,5,"[534, 627, 736, 970, 976]"
106,523,3,"[534, 627, 940]"
523,106,3,"[534, 627, 940]"
324,524,5,"[537, 783, 785, 787, 789]"
524,525,5,"[537, 783, 785, 787, 789]"
525,91,5,"[537, 783, 785, 787, 789]"
0,526,2,"[539, 985]"
526,0,2,"[539, 943]"
0,102,2,"[546, 554]"
102,0,2,"[546, 554]"
378,527,5,"[550, 552, 556, 560, 565]"
527,437,2,"[550, 560]"
527,377,3,"[552, 556, 565]"
432,0,1,[553]
519,378,2,"[556, 565]"
112,123,4,"[558, 640, 949, 974]"
123,114,1,[558]
116,528,2,"[558, 731]"
528,578,2,"[558, 731]"
578,5,2,"[558, 720]"
347,5,1,[558]
348,529,1,[558]
529,355,1,[558]
354,402,2,"[558, 731]"
378,519,1,[564]
407,91,2,"[565, 982]"
0,123,1,[568]
123,530,4,"[568, 731, 949, 974]"
530,531,5,"[568, 720, 732, 974, 1038]"
531,115,7,"[568, 720, 732, 752, 949, 974, 1038]"
521,112,1,[568]
112,580,3,"[568, 732, 1038]"
580,530,3,"[568, 732, 1038]"
530,115,2,"[568, 731]"
125,124,1,[568]
376,437,3,"[571, 717, 750]"
437,527,1,[571]
527,378,1,[571]
378,534,2,"[571, 977]"
534,535,3,"[571, 900, 977]"
535,379,2,"[571, 900]"
379,584,4,"[571, 711, 750, 900]"
584,378,4,"[571, 711, 750, 900]"
0,438,3,"[574, 610, 729]"
438,281,3,"[574, 610, 729]"
281,280,4,"[574, 579, 729, 745]"
280,279,4,"[574, 579, 729, 745]"
0,581,2,"[574, 735]"
581,0,2,"[574, 735]"
355,529,1,[577]
529,578,1,[577]
578,116,1,[577]
536,441,1,[578]
328,579,2,"[579, 1025]"
579,327,2,"[579, 1025]"
327,326,1,[579]
326,537,1,[579]
537,0,2,"[579, 1025]"
0,282,6,"[579, 711, 723, 732, 745, 1033]"
282,281,2,"[579, 745]"
538,539,3,"[581, 593, 605]"
539,243,4,"[581, 593, 597, 837]"
243,540,2,"[581, 597]"
540,36,8,"[581, 587, 597, 603, 605, 832, 838, 856]"
0,541,3,"[586, 659, 745]"
541,0,3,"[586, 659, 745]"
542,0,2,"[586, 1095]"
244,298,4,"[586, 596, 602, 736]"
298,582,4,"[586, 596, 602, 736]"
582,539,2,"[586, 596]"
539,543,1,[586]
543,538,3,"[586, 596, 602]"
538,543,3,"[587, 597, 603]"
543,544,3,"[587, 597, 603]"
544,539,3,"[587, 597, 603]"
539,545,4,"[587, 603, 605, 850]"
545,546,4,"[587, 603, 605, 850]"
546,540,6,"[587, 603, 605, 832, 838, 856]"
245,352,1,[588]
352,547,1,[588]
547,246,1,[588]
244,539,1,[592]
539,538,1,[592]
243,546,3,"[593, 837, 855]"
546,36,1,[593]
136,135,5,"[593, 597, 605, 851, 1098]"
135,0,5,"[593, 597, 605, 851, 1098]"
0,177,1,[595]
542,199,1,[596]
199,244,1,[596]
539,544,2,"[596, 602]"
544,543,2,"[596, 602]"
448,458,2,"[600, 675]"
458,448,2,"[600, 675]"
548,0,1,[602]
582,243,2,"[602, 736]"
243,539,3,"[602, 837, 850]"
455,19,1,[604]
21,607,2,"[604, 899]"
607,549,2,"[604, 899]"
549,550,2,"[604, 781]"
550,601,1,[604]
601,551,1,[604]
551,552,1,[604]
552,593,1,[604]
593,606,1,[604]
606,551,1,[604]
551,601,2,"[604, 858]"
601,553,1,[604]
553,549,2,"[604, 858]"
549,607,2,"[604, 922]"
607,554,2,"[604, 922]"
554,21,3,"[604, 858, 922]"
297,538,1,[604]
15,25,2,"[606, 607]"
29,26,1,[608]
20,455,1,[608]
281,42,1,[610]
0,82,3,"[613, 747, 933]"
53,502,1,[614]
502,403,1,[614]
67,610,2,"[614, 956]"
70,485,2,"[614, 956]"
486,615,1,[614]
615,611,3,"[614, 956, 957]"
488,489,1,[614]
492,490,1,[614]
490,489,2,"[614, 957]"
494,501,1,[614]
501,497,1,[614]
497,69,1,[614]
480,57,1,[614]
403,342,1,[614]
51,337,2,"[614, 722]"
0,564,2,"[615, 941]"
564,75,3,"[615, 690, 941]"
75,565,4,"[615, 690, 941, 958]"
565,556,4,"[615, 690, 941, 958]"
556,74,3,"[615, 690, 958]"
74,557,3,"[615, 690, 958]"
557,0,2,"[615, 690]"
106,277,2,"[618, 627]"
39,387,1,[619]
110,108,2,"[621, 970]"
427,429,1,[626]
0,558,2,"[628, 943]"
558,566,2,"[628, 691]"
566,0,2,"[628, 691]"
324,408,2,"[629, 695]"
92,429,1,[629]
432,431,1,[631]
431,0,1,[631]
6,529,2,"[636, 724]"
529,5,1,[636]
5,4,1,[636]
0,347,1,[637]
348,116,1,[637]
125,112,3,"[637, 732, 739]"
112,124,2,"[637, 732]"
123,113,1,[640]
113,115,1,[640]
0,10,2,"[648, 830]"
0,563,3,"[657, 815, 1008]"
563,559,3,"[657, 815, 1008]"
559,560,4,"[657, 815, 1008, 1068]"
560,561,4,"[657, 815, 1008, 1068]"
561,562,4,"[657, 815, 1008, 1068]"
562,561,4,"[657, 815, 1008, 1068]"
561,560,4,"[657, 815, 1008, 1068]"
560,559,4,"[657, 815, 1008, 1068]"
559,563,3,"[657, 815, 1068]"
563,0,3,"[657, 815, 1068]"
230,251,1,[679]
251,250,3,"[679, 813, 830]"
250,0,1,[679]
193,194,1,[679]
192,186,2,"[679, 752]"
183,0,1,[679]
74,75,1,[690]
75,564,1,[690]
0,566,1,[691]
566,558,1,[691]
429,98,1,[695]
57,59,1,[705]
484,497,2,"[705, 957]"
490,500,1,[705]
494,611,1,[705]
611,486,1,[705]
65,63,1,[705]
0,568,2,"[706, 727]"
568,432,2,"[706, 727]"
432,568,3,"[706, 727, 746]"
568,0,3,"[706, 727, 746]"
277,569,1,[711]
569,618,2,"[711, 969]"
618,277,2,"[711, 969]"
104,435,1,[711]
378,386,1,[711]
386,385,1,[711]
385,535,1,[711]
535,382,2,"[711, 977]"
385,379,2,"[711, 746]"
118,364,2,"[713, 974]"
0,449,2,"[715, 996]"
450,570,2,"[715, 725]"
570,449,2,"[715, 725]"
449,0,2,"[715, 725]"
377,571,1,[717]
571,392,1,[717]
392,395,1,[717]
86,84,1,[717]
0,572,3,"[717, 718, 1038]"
572,0,3,"[717, 718, 1038]"
45,44,1,[718]
44,0,1,[718]
49,343,3,"[718, 735, 956]"
343,51,2,"[718, 735]"
56,60,1,[718]
61,63,1,[718]
65,72,1,[718]
555,68,1,[718]
68,66,2,"[718, 956]"
63,61,1,[718]
59,56,2,"[718, 722]"
56,405,1,[718]
405,53,1,[718]
53,51,2,"[718, 722]"
51,49,1,[718]
112,530,1,[720]
116,578,1,[720]
5,401,1,[720]
157,274,1,[720]
274,220,2,"[720, 736]"
220,0,2,"[720, 736]"
65,482,2,"[721, 957]"
482,67,1,[721]
67,574,1,[721]
404,575,1,[721]
575,404,1,[721]
574,67,1,[721]
67,482,1,[721]
55,338,1,[722]
46,0,1,[724]
529,528,1,[724]
76,391,1,[724]
452,576,1,[725]
576,452,1,[725]
391,76,1,[726]
324,95,1,[727]
95,594,2,"[727, 982]"
594,98,5,"[727, 783, 789, 791, 982]"
0,99,4,"[728, 744, 751, 792]"
99,98,4,"[728, 744, 751, 792]"
98,430,1,[728]
430,429,1,[728]
429,428,2,"[728, 744]"
428,427,1,[728]
427,92,1,[728]
92,284,2,"[728, 792]"
284,91,2,"[728, 792]"
0,434,1,[730]
434,433,1,[730]
577,123,1,[731]
578,355,1,[731]
355,354,1,[731]
327,579,1,[732]
579,328,1,[732]
329,0,1,[732]
117,116,2,"[732, 739]"
349,125,2,"[732, 1038]"
73,55,1,[735]
55,342,1,[735]
0,274,1,[736]
243,297,1,[736]
297,242,1,[736]
242,31,3,"[736, 915, 1070]"
442,238,1,[736]
240,237,2,"[736, 1070]"
297,539,1,[736]
539,244,1,[736]
200,199,1,[736]
199,221,1,[736]
221,542,1,[736]
542,548,1,[736]
548,274,1,[736]
114,125,1,[739]
112,521,1,[739]
0,115,1,[740]
437,378,2,"[741, 750]"
379,168,1,[741]
167,378,1,[741]
98,429,1,[744]
428,92,1,[744]
92,91,1,[744]
80,432,1,[746]
378,584,1,[746]
584,379,1,[746]
379,378,1,[746]
84,86,1,[747]
87,395,1,[747]
395,86,2,"[747, 978]"
84,83,2,"[747, 978]"
0,439,1,[747]
283,282,1,[747]
378,168,1,[750]
167,379,1,[750]
98,594,2,"[751, 792]"
594,97,2,"[751, 792]"
97,96,1,[751]
96,95,1,[751]
95,94,2,"[751, 792]"
94,93,1,[751]
93,91,1,[751]
521,113,1,[752]
115,531,1,[752]
115,0,1,[752]
275,608,1,[752]
608,194,1,[752]
161,585,1,[752]
359,369,2,"[767, 771]"
369,368,2,"[767, 771]"
368,367,2,"[767, 771]"
367,586,2,"[767, 771]"
586,367,3,"[768, 772, 776]"
368,360,1,[768]
360,363,2,"[768, 772]"
412,461,2,"[769, 879]"
461,470,1,[769]
462,587,1,[769]
587,463,1,[769]
463,602,2,"[769, 879]"
602,474,2,"[769, 879]"
474,465,1,[769]
466,468,2,"[769, 880]"
468,473,1,[769]
468,464,1,[769]
464,588,1,[769]
588,471,3,"[769, 770, 879]"
471,589,2,"[769, 879]"
589,590,1,[769]
590,461,1,[769]
28,206,2,"[770, 1017]"
208,210,1,[770]
591,475,2,"[770, 1017]"
475,589,1,[770]
589,471,1,[770]
588,472,1,[770]
467,473,2,"[770, 879]"
468,465,1,[770]
465,474,1,[770]
474,588,2,"[770, 879]"
471,587,1,[770]
0,362,1,[771]
202,201,2,"[777, 836]"
201,200,2,"[777, 836]"
202,200,1,[778]
597,598,2,"[781, 831]"
598,15,3,"[781, 831, 899]"
21,554,1,[781]
554,549,1,[781]
550,551,2,"[781, 922]"
551,606,2,"[781, 922]"
606,593,3,"[781, 899, 922]"
91,595,1,[783]
595,400,4,"[783, 787, 791, 793]"
94,96,2,"[783, 791]"
96,594,3,"[783, 789, 791]"
92,595,3,"[787, 791, 793]"
596,98,2,"[787, 793]"
91,408,1,[790]
408,407,1,[790]
97,596,1,[792]
596,95,1,[792]
94,400,1,[792]
400,595,1,[792]
595,93,1,[792]
93,92,1,[792]
91,525,1,[792]
525,524,1,[792]
524,324,1,[792]
325,327,1,[803]
164,165,3,"[804, 857, 1054]"
250,233,2,"[813, 830]"
149,234,1,[813]
300,235,1,[826]
253,230,1,[830]
251,231,1,[830]
229,226,1,[830]
456,13,1,[831]
547,244,1,[836]
244,202,1,[836]
0,37,1,[837]
36,540,2,"[837, 850]"
540,546,2,"[837, 850]"
546,545,2,"[837, 850]"
545,243,2,"[837, 850]"
546,37,2,"[843, 851]"
37,0,3,"[843, 856, 1070]"
0,163,2,"[844, 857]"
167,169,1,[844]
135,37,1,[850]
255,447,1,[853]
447,605,1,[853]
605,257,1,[853]
257,269,1,[853]
269,140,2,"[853, 1081]"
140,139,2,"[853, 1081]"
258,262,1,[853]
258,139,1,[853]
266,140,2,"[853, 1081]"
257,256,1,[853]
256,255,1,[853]
267,142,3,"[853, 916, 1081]"
252,227,1,[853]
30,319,1,[855]
242,243,1,[855]
169,551,1,[858]
601,550,1,[858]
550,553,1,[858]
549,554,1,[858]
186,188,1,[860]
186,194,1,[860]
148,234,1,[866]
164,0,1,[874]
235,12,1,[879]
590,470,1,[879]
470,589,1,[879]
473,467,1,[879]
467,466,2,"[879, 1017]"
466,592,1,[879]
592,472,1,[879]
589,462,2,"[879, 880]"
470,590,2,"[879, 880]"
590,475,2,"[879, 880]"
591,25,1,[879]
412,460,2,"[880, 1017]"
591,602,1,[880]
602,603,1,[880]
603,464,1,[880]
464,592,1,[880]
473,465,1,[880]
465,464,2,"[880, 1017]"
464,603,2,"[880, 1017]"
603,602,1,[880]
602,589,1,[880]
240,598,1,[899]
549,553,2,"[899, 922]"
553,550,2,"[899, 922]"
550,606,1,[899]
78,76,1,[900]
0,440,1,[900]
440,119,1,[900]
119,396,1,[900]
396,441,1,[900]
205,12,1,[904]
35,631,2,"[915, 1070]"
631,604,1,[915]
604,242,1,[915]
597,239,1,[915]
241,442,1,[915]
442,31,1,[915]
149,411,1,[916]
256,605,1,[916]
605,269,1,[916]
269,266,1,[916]
266,139,1,[916]
139,599,1,[916]
268,264,1,[916]
264,268,1,[916]
446,265,1,[916]
21,549,1,[922]
593,551,1,[922]
551,550,1,[922]
550,549,1,[922]
0,134,1,[926]
134,133,1,[926]
133,223,1,[926]
223,132,1,[926]
132,303,1,[926]
303,131,1,[926]
131,0,2,"[926, 1048]"
0,167,1,[926]
167,166,1,[927]
166,165,1,[927]
165,164,1,[927]
161,609,1,[930]
609,585,1,[930]
585,609,1,[930]
609,161,1,[930]
387,0,1,[931]
82,81,1,[933]
277,618,2,"[934, 969]"
618,569,2,"[934, 969]"
569,277,1,[934]
0,620,2,"[935, 980]"
620,0,2,"[935, 980]"
556,286,1,[941]
558,526,1,[943]
111,521,1,[949]
530,114,1,[949]
114,531,1,[949]
73,61,1,[956]
555,67,1,[956]
501,615,2,"[956, 957]"
489,68,1,[956]
66,613,1,[956]
480,341,1,[956]
341,56,1,[956]
482,614,1,[957]
489,500,1,[957]
493,491,1,[957]
491,490,1,[957]
612,498,1,[957]
498,615,1,[957]
615,486,1,[957]
567,483,1,[957]
52,50,1,[957]
172,318,2,"[958, 964]"
318,177,2,"[958, 964]"
178,75,1,[958]
557,286,1,[958]
286,103,1,[958]
103,286,3,"[959, 961, 962]"
286,291,1,[961]
291,288,1,[961]
289,287,1,[962]
375,506,1,[963]
508,504,1,[963]
504,78,1,[963]
178,0,1,[964]
401,348,1,[975]
354,0,1,[975]
382,378,1,[977]
82,619,1,[978]
619,0,1,[978]
93,95,1,[982]
526,558,1,[985]
558,0,1,[985]
56,58,1,[992]
61,56,1,[992]
56,338,1,[992]
338,49,1,[992]
622,0,1,[993]
623,624,5,"[996, 998, 1000, 1004, 1006]"
624,3,5,"[996, 998, 1000, 1004, 1006]"
303,223,1,[996]
0,625,4,"[996, 999, 1000, 1003]"
625,0,5,"[996, 999, 1000, 1003, 1095]"
0,626,3,"[996, 1057]"
626,0,3,"[996, 1057]"
0,305,1,[996]
1,623,1,[998]
0,3,1,[1004]
3,624,1,[1004]
624,2,1,[1004]
2,1,1,[1004]
1,0,1,[1004]
561,627,2,"[1008, 1068]"
627,561,2,"[1008, 1068]"
559,0,1,[1008]
301,30,1,[1010]
31,321,1,[1013]
475,471,1,[1017]
603,592,1,[1017]
592,467,1,[1017]
468,467,1,[1017]
603,214,1,[1017]
243,582,1,[1018]
582,298,1,[1018]
200,542,1,[1018]
542,274,1,[1018]
274,157,1,[1018]
319,295,1,[1019]
508,78,1,[1025]
0,329,1,[1025]
327,537,1,[1025]
0,628,1,[1035]
628,0,1,[1035]
125,123,1,[1038]
123,521,1,[1038]
324,629,1,[1045]
629,324,1,[1045]
0,559,1,[1068]
627,630,1,[1068]
630,627,1,[1068]
631,33,1,[1070]
33,137,1,[1070]
242,33,1,[1070]
33,631,1,[1070]
631,35,2,"[1070, 1098]"
141,254,1,[1081]
255,269,1,[1081]
445,258,1,[1081]
259,261,1,[1081]
260,259,1,[1081]
137,604,1,[1098]
604,631,1,[1098]
